Title,Date
"How I Met Your Mother: Season 9: Slapsgiving 3: Slappointment in Slapmarra","6/5/15"
"How I Met Your Mother: Season 9: Bass Player Wanted","6/5/15"
"How I Met Your Mother: Season 9: The Rehearsal Dinner","6/5/15"
"Pretty Little Liars: Season 5: No One Here Can Love or Understand Me","6/5/15"
"Fringe: Season 3: The Plateau","6/5/15"
"Fringe: Season 1: The Equation","6/5/15"
"Fringe: Season 3: The Box","6/4/15"
"Fringe: Season 1: In Which We Meet Mr. Jones","6/3/15"
"Fringe: Season 1: The Cure","6/3/15"
"How I Met Your Mother: Season 9: Last Time in New York","6/3/15"
"How I Met Your Mother: Season 9: Coming Back","6/3/15"
"Fringe: Season 1: Power Hungry","6/2/15"
"Fringe: Season 1: The Arrival","6/2/15"
"Fringe: Season 1: The Ghost Network","6/1/15"
"Fringe: Season 1: The Same Old Story","6/1/15"
"Fringe: Season 1: Pilot","6/1/15"
"Fringe: Season 3: Olivia","5/31/15"
"Once Upon a Time: Season 2: The Cricket Game","5/31/15"
"Once Upon a Time: Season 2: Queen of Hearts","5/31/15"
"Mako Mermaids: An H2O Adventure: Season 3: New Orders","5/31/15"
"Fringe: Season 2: Over There: Part 2","5/30/15"
"Fringe: Season 2: Over There: Part 1","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: The Job","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: Surprise!","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: The Siren","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: The Merman Code","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: First Date","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: Careful What You Wish For","5/30/15"
"Mako Mermaids: An H2O Adventure: Season 3: A New Man","5/30/15"
"Fringe: Season 2: Northwest Passage","5/28/15"
"Fringe: Season 2: Brown Betty","5/27/15"
"Fringe: Season 2: The Man from the Other Side","5/26/15"
"Fringe: Season 2: White Tulip","5/26/15"
"Once Upon a Time: Season 2: The Crocodile","5/25/15"
"Return to Nim's Island","5/22/15"
"Once Upon a Time: Season 2: Lady of the Lake","5/16/15"
"Marvel's Daredevil: Season 1: World On Fire","5/10/15"
"American Horror Story: Coven: The Seven Wonders","5/6/15"
"American Horror Story: Coven: Go to Hell","5/6/15"
"American Horror Story: Coven: Protect the Coven","5/6/15"
"Bones: Season 8: The Shot in the Dark","4/24/15"
"American Horror Story: Coven: The Magical Delights of Stevie Nicks","4/21/15"
"American Horror Story: Coven: Head","4/21/15"
"Marvel's Daredevil: Season 1: In the Blood","4/20/15"
"American Horror Story: Coven: The Sacred Taking","4/18/15"
"American Horror Story: Coven: The Dead","4/18/15"
"Marvel's Daredevil: Season 1: Into the Ring","4/18/15"
"American Horror Story: Coven: The Axeman Cometh","4/17/15"
"Marvel's Daredevil: Season 1: Rabbit in a Snowstorm","4/17/15"
"Marvel's Daredevil: Season 1: Cut Man","4/16/15"
"Superheroes: A Never-Ending Battle: A Hero Can Be Anyone","4/15/15"
"Superheroes: A Never-Ending Battle: Great Power, Great Responsibility","4/14/15"
"Superheroes: A Never-Ending Battle: Truth, Justice and the American Way","4/14/15"
"Doctor Who: Season 5: Vincent and the Doctor","4/4/15"
"Psych: Season 3: An Evening with Mr. Yang","4/4/15"
"Doctor Who: Season 5: Cold Blood","4/4/15"
"Doctor Who: Season 5: The Hungry Earth","4/4/15"
"Doctor Who: Season 5: Amy's Choice","4/4/15"
"Phineas and Ferb: Season 1: Traffic Cam Caper / Bowl-R-Rama Drama","4/3/15"
"Fringe: Season 2: Olivia. In the Lab. With the Revolver","4/2/15"
"Fringe: Season 2: Peter","3/24/15"
"Fringe: Season 2: Jacksonville","3/24/15"
"3rd Rock from the Sun: Season 2: Hotel Dick","3/24/15"
"Futurama: Season 6: Into the Wild Green Yonder","3/24/15"
"Futurama: Season 6: Bender's Game","3/23/15"
"Unbreakable Kimmy Schmidt: Season 1: Kimmy Gets a Job!","3/23/15"
"Doctor Who: Season 4: Forest of the Dead","3/22/15"
"Doctor Who: Season 4: Silence in the Library","3/22/15"
"Star Trek: Season 1: The Alternative Factor","3/21/15"
"Airplane!","3/6/15"
"American Horror Story: Coven: Burn, Witch. Burn!","3/1/15"
"American Horror Story: Coven: Fearful Pranks Ensue","3/1/15"
"Fringe: Season 2: The Bishop Revival","2/27/15"
"Star Trek II: The Wrath of Khan","2/27/15"
"Star Trek: Generations","2/27/15"
"How I Met Your Mother: Season 1: Return of the Shirt","2/26/15"
"Scrubs: Season 1: My First Day","2/26/15"
"How I Met Your Mother: Season 1: The Sweet Taste of Liberty","2/26/15"
"How I Met Your Mother: Season 1: Purple Giraffe","2/26/15"
"How I Met Your Mother: Season 1: Pilot","2/26/15"
"Skyfall","2/25/15"
"Fringe: Season 2: What Lies Below","2/24/15"
"Mako Mermaids: An H2O Adventure: Season 2: Reunion","2/21/15"
"Mako Mermaids: Season 2 (Trailer)","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: Awakening","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: Stormy Seas","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: Bad For Business","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: A New Tail","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: Discovery","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: Sticky Situation","2/21/15"
"Mako Mermaids: An H2O Adventure: Season 2: The Seventh Cycle","2/21/15"
"Jim Gaffigan: Mr. Universe","2/20/15"
"America's Funniest Home Videos Kids: Playtime Ain't for Wimps: Season 1: Kids Korner, Disorganized Sports and Thought Bubble Theater","2/20/15"
"Mr. Peabody & Sherman","2/20/15"
"Supernatural: Season 9: Bad Boys","2/19/15"
"Phineas and Ferb the Movie: Across the 2nd Dimension","2/18/15"
"Phineas and Ferb: Season 1: One Good Scare Ought to Do It!: Parts 1 & 2","2/18/15"
"American Horror Story: Coven: The Replacements","2/15/15"
"Galaxy Quest","2/15/15"
"America's Funniest Home Videos Kids: Playtime Ain't for Wimps: Season 1: Bicycle Wrecks Versus Kids in Goo, Nature Strikes Back and Putt Putt","2/15/15"
"Star Trek: Season 2: I, Mudd","2/14/15"
"America's Funniest Home Videos Kids: Playtime Ain't for Wimps: Season 1: The Nincompoop’s Guide to Child Development, To Grandmother's House we Go, and Bad Dog!","2/14/15"
"Phineas and Ferb: Season 3: Black Out / What'd I Miss?","2/8/15"
"Doctor Who: Season 5: The Beast Below","2/8/15"
"American Horror Story: Coven: Boy Parts","2/6/15"
"Fringe: Season 2: Johari Window","2/6/15"
"Doctor Who: Season 1: The Doctor Dances","1/30/15"
"Doctor Who: Season 1: The Empty Child","1/30/15"
"Doctor Who: Season 4: Turn Left","1/25/15"
"Doctor Who: Season 2: The Girl in the Fireplace","1/25/15"
"Doctor Who: Season 5: The Lodger","1/24/15"
"Doctor Who: Season 4: The Waters of Mars","1/24/15"
"Doctor Who: Season 5: The Time of Angels","1/24/15"
"Bones: Season 1: The Woman in the Garden","1/20/15"
"Bones: Season 1: The Superhero in the Alley","1/20/15"
"Psych: Season 7: No Trout About It","1/20/15"
"America's Funniest Home Videos Kids: Animals with Attitude: Season 1: Call of the Wild, Party Animals and Animalicious","1/19/15"
"Phineas and Ferb: Season 2: No More Bunny Business / Spa Day","1/19/15"
"Fringe: Season 2: Grey Matters","1/18/15"
"Bones: Season 1: The Woman in the Car","1/16/15"
"To Be Takei","1/15/15"
"It's Always Sunny in Philadelphia: Season 1: The Gang Gets Racist","1/15/15"
"Doctor Who: Season 6: The Rebel Flesh","1/14/15"
"Doctor Who: Season 6: The Doctor's Wife","1/14/15"
"Doctor Who: Season 6: The Curse of the Black Spot","1/13/15"
"Bones: Season 1: The Woman at the Airport","1/11/15"
"Doctor Who: Season 5: A Christmas Carol","1/11/15"
"Arrow: Season 1: Damaged","1/10/15"
"Marco Polo: Season 1: The Wolf and the Deer","1/10/15"
"Marco Polo: Season 1: The Wayfarer","1/10/15"
"Arrow: Season 1: Lone Gunmen","1/10/15"
"Arrow: Season 1: Honor Thy Father","1/9/15"
"Haunter","1/9/15"
"Bones: Season 1: The Man in the Wall","1/4/15"
"America's Funniest Home Videos Kids: Animals with Attitude: Season 1: Plugged in Pugs, It's Tough Being a Kid and Exotic Animals","1/4/15"
"America's Funniest Home Video Kids: Holidazed: Holidazed: Gobble Gobble, Send in the Cleaning Crew, and Trampoline Trouble","1/4/15"
"America's Funniest Home Videos Kids: Nincompoop Nation: Nincompoop Nation: Trampolines Versus Pinatas, Product Recall and Two Left Feet","1/4/15"
"America's Funniest Home Videos Kids: Nincompoop Nation: Nincompoop Nation: Send in the Repair Crew, Maybe the Parents Need a Time Out and Backwards Classics","1/4/15"
"America's Funniest Home Videos Kids: Nincompoop Nation: Nincompoop Nation: Dino Sores, a Pair of Dumbells and Nincompoop Corner","1/4/15"
"America's Funniest Home Videos Kids: It's Tough Being a Kid: Season 1: Into the Mouths of Babes, 31 Cake Splats in 36 Seconds, and Kid's Corner","1/4/15"
"America's Funniest Home Video Kids: Holidazed: Holidazed: Creepy Clips, Safari So Good and You Go, Ghoul!","1/4/15"
"Teen Beach Movie","1/4/15"
"Star Trek: Season 2: The Trouble with Tribbles","1/3/15"
"Star Trek Into Darkness","1/3/15"
"Supernatural: Season 9: Heaven Can't Wait","1/1/15"
"Fringe: Season 2: Snakehead","1/1/15"
"Doctor Who: Season 5: The Pandorica Opens","1/1/15"
"Doctor Who: Season 2: Doomsday","12/31/14"
"Supernatural: Season 9: Dog Dean Afternoon","12/21/14"
"Supernatural: Season 9: Slumber Party","12/19/14"
"Hannah Montana: Season 2: Me and Mr. Jonas and Mr. Jonas and Mr. Jonas","12/19/14"
"Arrow: Season 1: Pilot","12/12/14"
"Hannah Montana: Season 2: Song Sung Bad","12/12/14"
"Hemlock Grove: Season 2: Demons and the Dogstar","12/8/14"
"VeggieTales in the House: Season 1: Puppies & Guppies / Sorry We're Closed Today","12/6/14"
"The Muppet Christmas Carol","12/6/14"
"Fringe: Season 2: August","12/3/14"
"Fringe: Season 2: Of Human Action","12/3/14"
"Fringe: Season 2: Earthling","12/2/14"
"Fringe: Season 2: Dream Logic","11/30/14"
"Fringe: Season 2: Momentum Deferred","11/25/14"
"Fringe: Season 2: Fracture","11/25/14"
"Fringe: Season 2: Night of Desirable Objects","11/24/14"
"The Princess Diaries 2: Royal Engagement","11/16/14"
"Open Season 2","11/16/14"
"American Horror Story: Murder House: Pilot","11/11/14"
"DreamWorks Spooky Stories: Volume 2: Volume 2: Monsters vs. Aliens: B.O.B.'s Big Break","11/9/14"
"The Next Karate Kid","11/3/14"
"The Karate Kid","11/3/14"
"Madeline","11/2/14"
"Futurama: Season 2: Fry and the Slurm Factory","10/25/14"
"Bill & Ted's Excellent Adventure","10/24/14"
"Supernatural: Season 9: I'm No Angel","10/22/14"
"Switched at Birth: Season 3: And Life Begins Right Away","10/22/14"
"Switched at Birth: Season 3: Girl on the Cliff","10/22/14"
"Switched at Birth: Season 3: You Will Not Escape","10/22/14"
"Futurama: Season 2: When Aliens Attack","10/22/14"
"Futurama: Season 2: Mars University","10/22/14"
"Futurama: Season 2: A Flight to Remember","10/22/14"
"Supernatural: Season 9: Devil May Care","10/21/14"
"Hemlock Grove: Season 2: Tintypes","10/19/14"
"Switched at Birth: Season 3: It Isn't What You Think","10/18/14"
"Switched at Birth: Season 3: Girl with the Death Mask (She Plays Alone)","10/18/14"
"Phineas and Ferb: Season 2: The Beak: Parts 1 & 2","10/17/14"
"Flubber","10/17/14"
"Supernatural: Season 9: I Think I'm Gonna Like It Here","10/13/14"
"Hemlock Grove: Season 2: Unicorn","10/7/14"
"Phineas and Ferb: Season 1: The Monster of Phineas-n-Ferbenstein / Oil on Candace","9/29/14"
"I Know That Voice","9/28/14"
"MythBusters: Collection 4: Lead Balloon","9/26/14"
"Bo Burnham: what.","9/24/14"
"Attack on Titan: Season 1: To You, After 2,000 Years: The Fall of Shiganshina, Part 1","9/24/14"
"Ella Enchanted","9/22/14"
"Strawberry Shortcake: Berry Bitty Adventures: Season 1: Pop Goes the Garden","9/21/14"
"Strawberry Shortcake: Berry Bitty Adventures: Season 1: Hair Today, Gone Tomorrow","9/21/14"
"Strawberry Shortcake: Berry Bitty Adventures: Season 1: Babysitter Blues","9/21/14"
"Strawberry Shortcake: Berry Bitty Adventures: Season 1: The Vanishing Violets","9/21/14"
"Strawberry Shortcake: Berry Bitty Adventures: Season 1: A Stitch in Time","9/21/14"
"Strawberry Shortcake: Berry Bitty Adventures: Season 1: Fish Out of Water","9/21/14"
"Hemlock Grove: Season 2: Lost Generation","9/17/14"
"America's Funniest Home Videos Kids: Animals with Attitude: Season 1: Match the Snore, Dog Park and Old People Versus Ferrets","9/14/14"
"America's Funniest Home Videos Kids: Animals with Attitude: Season 1: Talking Animals, When Animals Attack Feet and Smart Animals","9/14/14"
"America's Funniest Home Videos Kids: Animals with Attitude: Season 1: Snarrl, Cat Park and First Foods","9/14/14"
"The Avengers","9/13/14"
"Continuum: Season 3: Last Minute","9/8/14"
"Continuum: Season 3: The Dying Minutes","9/8/14"
"Odd Thomas","9/7/14"
"Continuum: Season 3: 3 Minutes to Midnight","8/30/14"
"MythBusters: Collection 4: Superhero Hour","8/30/14"
"Continuum: Season 3: Revolutions Per Minute","8/28/14"
"Continuum: Season 3: Minute of Silence","8/28/14"
"Continuum: Season 3: So Do Our Minutes Hasten","8/26/14"
"Continuum: Season 3: Waning Minute","8/26/14"
"My Little Pony: Friendship Is Magic: Season 2: Sweet and Elite","8/21/14"
"My Little Pony: Friendship Is Magic: Season 2: The Mysterious Mare Do Well","8/21/14"
"Psych: Season 3: Ghosts","8/19/14"
"My Little Pony: Friendship Is Magic: Season 2: May the Best Pet Win!","8/18/14"
"My Little Pony: Friendship Is Magic: Season 2: The Cutie Pox","8/18/14"
"My Little Pony: Friendship Is Magic: Season 2: Sisterhooves Social","8/18/14"
"My Little Pony: Friendship Is Magic: Season 2: Luna Eclipsed","8/18/14"
"My Little Pony: Friendship Is Magic: Season 2: Lesson Zero","8/18/14"
"My Little Pony: Friendship Is Magic: Season 2: The Return of Harmony: Part 2","8/18/14"
"My Little Pony: Friendship Is Magic: Season 2: The Return of Harmony: Part 1","8/18/14"
"Futurama: Season 1: Hell Is Other Robots","8/17/14"
"How It's Made: Season 13: Native Healing Drums; Raisins; Stereoscopic Viewers; Ribbon Microscopes","8/17/14"
"Continuum: Season 3: Wasted Minute","8/13/14"
"Merlin: Season 1: Le Morte d'Arthur","8/7/14"
"Witches of East End: Season 1: Snake Eyes","8/6/14"
"Merlin: Season 1: The Labyrinth of Gedref","8/6/14"
"My Little Pony: Friendship Is Magic: Season 2: A Canterlot Wedding: Part 2","8/6/14"
"My Little Pony: Friendship Is Magic: Season 2: A Canterlot Wedding: Part 1","8/6/14"
"Continuum: Season 3: 30 Minutes to Air","8/5/14"
"Continuum: Season 3: A Minute Changes Everything","8/5/14"
"Phineas and Ferb: Season 2: Hide and Seek / That Sinking Feeling","8/4/14"
"My Little Pony: Friendship Is Magic: Season 2: MMMystery on the Friendship Express","8/4/14"
"My Little Pony: Friendship Is Magic: Season 2: Ponyville Confidential","8/4/14"
"Merlin: Season 1: The Gates of Avalon","8/3/14"
"Continuum: Season 3: Minute to Win It","8/2/14"
"Continuum: Season 3: Minute Man","8/2/14"
"Freaky Friday","8/2/14"
"The Parent Trap","8/2/14"
"Continuum: Season 3: Minute by Minute","8/1/14"
"Hemlock Grove: Season 2: Such Dire Stuff","7/31/14"
"Hemlock Grove: Season 2: Hemlock Diego's Policy Player's Dream Book","7/30/14"
"Hemlock Grove: Season 2: Bodily Fluids","7/30/14"
"Hemlock Grove: Season 2: Luna Rea","7/27/14"
"Hemlock Grove: Season 2: Gone Sis","7/27/14"
"Rent","7/12/14"
"Free Birds","7/12/14"
"Fringe: Season 1: The Transformation","7/11/14"
"Hemlock Grove: Season 2: Blood Pressure","7/11/14"
"Hemlock Grove: Season 1 (Recap)","7/11/14"
"High School Musical","7/11/14"
"Phineas and Ferb: Season 1: The Fast and the Phineas / Lawn Gnome Beach Party of Terror!","7/11/14"
"Gossip Girl: Season 1: Poison Ivy","7/9/14"
"Gossip Girl: Season 1: The Wild Brunch","7/8/14"
"Gossip Girl: Season 1: Pilot","7/8/14"
"High School Musical 2","7/8/14"
"Phineas and Ferb: Season 3: Phineas and Ferb's Family Christmas Special","7/8/14"
"Toddlers & Tiaras: Season 7: Toddlers & Tiaras: Season 7: Intl. Fresh Faces: Circus Pageant","7/7/14"
"The Secret Circle: Season 1: Bound","7/5/14"
"The Secret Circle: Season 1: Pilot","7/5/14"
"MAD: Season 2: Trans-bore-Mores 3: Dark of the Blue Moon / The Walking Fred","7/5/14"
"Doctor Who: Season 6: Closing Time","7/5/14"
"Powerpuff Girls: Season 4: Film Flam","7/5/14"
"MAD: Season 2: RiO-A / Thomas the Unstoppable Tank Engine","7/5/14"
"Doctor Who: Season 6: Let's Kill Hitler","7/5/14"
"MAD: Season 2: iChronicle / Hulk Smash","7/3/14"
"MAD: Season 2: Addition Impossible / New Gill","7/3/14"
"MAD: Season 2: Potions 11 / Moves Like Jabba","7/3/14"
"MAD: Season 2: Adventures of TaunTaun / Everybody Loves Rayman","7/2/14"
"MAD: Season 2: Garfield of Dreams / I Hate My Teenage Mutant Ninja Turtles","7/2/14"
"MAD: Season 2: Real Veal / Celebrity Wife Swamp","7/2/14"
"MAD: Season 2: Al Pacino and the Chipmunks / That's What Super Friends Are For","7/2/14"
"Kevin Hart: I'm a Grown Little Man","7/1/14"
"Kevin Hart: Seriously Funny","6/30/14"
"MAD: Season 2: My Little War Horse / The Tonight Show With Jay Lion-O","6/29/14"
"MAD: Season 2: Dolphineas and Ferb Tale / VICTORious","6/29/14"
"MAD: Season 2: WWE Bought a Zoo / 2 Broke Powerpuff Girls","6/29/14"
"MAD: Season 2: Twilight: Staking Dawn / Cookie Blue","6/29/14"
"MAD: Season 2: FROST / Undercover Claus","6/29/14"
"MAD: Season 2: Captain Ameri-can't/My Supernatural Sweet Sixteen","6/29/14"
"MAD: Season 2: Spy vs. Spy Kids / The Superhero Millionaire Matchmaker","6/29/14"
"Doctor Who: Season 6: A Good Man Goes to War","6/29/14"
"Doctor Who: Season 7: The Bells of Saint John","6/29/14"
"Doctor Who: Season 7: The Snowmen","6/29/14"
"Toddlers & Tiaras: Season 1: Universal Royalty National Pageant","6/28/14"
"The Catherine Tate Show: Series 2: Episode 4","6/27/14"
"MAD: Season 2: Money Ball Z / Green Care Bear","6/26/14"
"MAD: Season 2: Demise of the Planet of the Apes / The Celebrity Ape-rentice","6/26/14"
"MAD: Season 2: Dances With Wolverine: A Footloose Parody / Tater Tots & Tiaras","6/26/14"
"MAD: Season 2: Kitchen Nightmare Before Christmas / How I Met Your Mummy","6/26/14"
"MAD: Season 2: X-Games: First Class / Criminal Minecraft","6/26/14"
"MAD: Season 2: Cowboys & Alien Force / ThunderLOLcats","6/26/14"
"MAD: Season 2: Fast Hive / Minute to Flynn It","6/26/14"
"Doctor Who: Season 6: The Doctor, The Widow and the Wardrobe","6/26/14"
"Merlin: Season 1: Lancelot","6/25/14"
"MAD: Season 2: Pirates of the Pair of Tweens / Konan the Kardashian","6/25/14"
"MAD: Season 2: Kung Fu Blander / Destroy, Bob the Builder, Destroy","6/25/14"
"MAD: Season 2: Super 80's / Captain America's Got Talent","6/25/14"
"The Haunted Mansion","6/25/14"
"Adventure Time: Season 2: Heat Signature","6/25/14"
"Adventure Time: Season 2: Mortal Recoil","6/25/14"
"Adventure Time: Season 2: Mortal Folly","6/25/14"
"Adventure Time: Season 2: Video Makers","6/25/14"
"Adventure Time: Season 2: The Limit","6/25/14"
"Adventure Time: Season 2: Belly of the Beast","6/25/14"
"Adventure Time: Season 2: Go with Me","6/24/14"
"Adventure Time: Season 2: Mystery Train","6/24/14"
"Adventure Time: Season 2: Susan Strong","6/24/14"
"Adventure Time: Season 2: Death in Bloom","6/24/14"
"Adventure Time: Season 2: Guardians of Sunshine","6/24/14"
"The Pirate Fairy","6/24/14"
"Adventure Time: Season 2: The Real You","6/23/14"
"Merlin: Season 1: The Poisoned Chalice","6/21/14"
"Merlin: Season 1: The Mark of Nimueh","6/20/14"
"Merlin: Season 1: Valiant","6/20/14"
"Merlin: Season 1: The Dragon's Call","6/20/14"
"Phineas and Ferb: Season 1: Crack That Whip / The Best Lazy Day Ever","6/20/14"
"Adventure Time: Season 2: The Silent King","6/20/14"
"Adventure Time: Season 2: The Pods","6/20/14"
"Adventure Time: Season 2: Her Parents","6/20/14"
"Jessie: Season 2: G.I. Jessie: Part 2","6/20/14"
"Phineas and Ferb: Season 3: Skiddley Whiffers / Tour de Ferb","6/12/14"
"The Pirates of Penzance","5/30/14"
"Ultimate Spider-Man: Season 1: Great Power","5/30/14"
"Phineas and Ferb: Season 1: Out to Launch: Parts 1 & 2","5/26/14"
"Jessie: Season 2: G.I. Jessie: Part 1","5/26/14"
"Jessie: Season 2: Break-Up and Shape-Up","5/26/14"
"Jessie: Season 2: Diary of a Mad Newswoman","5/26/14"
"Phineas and Ferb: Season 1: Unfair Science Fair / Unfair Science Fair Redux","5/24/14"
"Phineas and Ferb: Season 1: Got Game? / Comet Kermilian","5/24/14"
"Jessie: Season 2: The Jessie-Nator: Grudgement Day","5/24/14"
"Jessie: Season 2: Throw Momma From The Terrace","5/24/14"
"Supernatural: Season 6: You Can't Handle the Truth","5/9/14"
"Escape from Planet Earth","5/9/14"
"The Muppets Take Manhattan","4/25/14"
"Chitty Chitty Bang Bang","4/25/14"
"Adventure Time: Season 2: The Chamber of Frozen Blades","4/22/14"
"Adventure Time: Season 2: To Cut a Woman's Hair","4/22/14"
"Adventure Time: Season 2: The Other Tarts","4/22/14"
"Adventure Time: Season 2: Crystals Have Power","4/22/14"
"Adventure Time: Season 2: Power Animal","4/22/14"
"Adventure Time: Season 2: Slow Love","4/22/14"
"Adventure Time: Season 2: Storytelling","4/22/14"
"Adventure Time: Season 2: Blood Under the Skin","4/22/14"
"Doctor Who: Season 6: The Wedding of River Song","4/22/14"
"Adventure Time: Season 2: Loyalty to the King","4/22/14"
"Adventure Time: Season 2: The Eyes","4/22/14"
"Adventure Time: Season 2: It Came from the Nightosphere","4/22/14"
"Adventure Time: Season 1: The Gut Grinder","4/22/14"
"Adventure Time: Season 1: Finn Meets His Hero","4/22/14"
"Adventure Time: Season 1: What Have You Done?","4/22/14"
"Adventure Time: Season 1: Rainy Day Daydream","4/22/14"
"Adventure Time: Season 1: Henchman","4/21/14"
"Adventure Time: Season 1: Donny","4/21/14"
"Adventure Time: Season 1: Freak City","4/21/14"
"Adventure Time: Season 1: The Duke","4/21/14"
"Doctor Who: Season 6: The God Complex","4/21/14"
"Doctor Who: Season 6: The Girl Who Waited","4/21/14"
"Adventure Time: Season 1: Dungeon","4/21/14"
"Adventure Time: Season 1: When Wedding Bells Thaw","4/21/14"
"Adventure Time: Season 1: Ocean of Fear","4/21/14"
"The Walking Dead: Season 1: Wildfire","4/20/14"
"The Walking Dead: Season 1: Vatos","4/20/14"
"The Walking Dead: Season 1: Tell It to the Frogs","4/20/14"
"The Walking Dead: Season 1: Days Gone Bye","4/19/14"
"Phineas and Ferb: Season 3: The Great Indoors / Canderemy","4/18/14"
"Doctor Who: Season 1: The Unquiet Dead","4/18/14"
"Doctor Who: Season 1: The End of the World","4/18/14"
"The Walking Dead: Season 1: Guts","4/17/14"
"Click","4/17/14"
"Doctor Who: Season 1: Rose","4/17/14"
"Arrested Development: Season 1: Bringing Up Buster","4/14/14"
"Arrested Development: Season 1: Top Banana","4/14/14"
"Arrested Development: Season 1: Pilot","4/14/14"
"Kickin' It: Season 1: Dummy Dancing","4/13/14"
"Adventure Time: Season 1: What Is Life?","4/13/14"
"Adventure Time: Season 1: The Witch's Garden","4/13/14"
"Adventure Time: Season 1: City of Thieves","4/13/14"
"Adventure Time: Season 1: Evicted!","4/13/14"
"Tinker Bell","4/13/14"
"Adventure Time: Season 1: Wizard","4/13/14"
"Adventure Time: Season 1: Memories of Boom Boom Mountain","4/13/14"
"Adventure Time: Season 1: My Two Favorite People","4/13/14"
"Adventure Time: Season 1: Business Time","4/13/14"
"Adventure Time: Season 1: Ricardio the Heart Guy","4/11/14"
"Adventure Time: Season 1: The Jiggler","4/11/14"
"The Garfield Show: Season 2: History of Cats / Dog Days","4/11/14"
"Adventure Time: Season 1: Tree Trunks","4/11/14"
"Garfield Gets Real","4/6/14"
"Futurama: Season 1: A Big Piece of Garbage","4/3/14"
"Futurama: Season 1: My Three Suns","4/3/14"
"Doctor Who: Season 5: The Vampires of Venice","3/30/14"
"Doctor Who: Season 5: Flesh and Stone","3/30/14"
"Doctor Who: Season 5: Victory of the Daleks","3/30/14"
"Doctor Who: Season 5: The Eleventh Hour","3/30/14"
"Doctor Who: Season 4: The End of Time: Part 2","3/30/14"
"Spy Kids 3: Game Over","3/29/14"
"Doctor Who: Season 4: The End of Time: Part 1","3/29/14"
"MAD: Season 1: The Buzz Identity / Two and a Half Man","3/29/14"
"Doctor Who: Season 4: The Stolen Earth","3/29/14"
"MAD: Season 1: The Straight A-Team / Gaming's Next Top Princess","3/28/14"
"MAD: Season 1: So You Think You Can Train Your Dragon How to Dance / Yo Gagga Gagga!","3/28/14"
"MAD: Season 1: Da Grinchy Code / Duck","3/23/14"
"MAD: Season 1: S'Up / Mouse M.D","3/23/14"
"MAD: Season 1: Class of the Titans / Zeke and Lex Luthor","3/23/14"
"MAD: Season 1: I Love You, Iron Man / Ben 10 Franklin","3/23/14"
"MAD: Season 1: Fantastic Megan Fox / Mad vs. Wild","3/23/14"
"Doctor Who: Season 4: Midnight","3/23/14"
"MAD: Season 1: Pirates of the Neverland: At Wit's End / Batman Family Feud","3/23/14"
"MAD: Season 1: Star Blecch / uGlee","3/22/14"
"MAD: Season 1: Force Code / Flammable","3/22/14"
"Supernatural: Season 6: The Third Man","3/21/14"
"Supernatural: Season 7: Meet the New Boss","3/21/14"
"Star Trek: Voyager: Season 7: Unimatrix Zero: Part 2","3/20/14"
"Supernatural: Season 3: The Kids Are Alright","3/16/14"
"Supernatural: Season 6: The French Mistake","3/16/14"
"Supernatural: Season 6: Two and a Half Men","3/15/14"
"MAD: Season 1: Ribbitless / The Clawfice","3/15/14"
"MAD: Season 1: ArTHOR / The Big Fang Theory","3/15/14"
"MAD: Season 1: Twi-School Musical / Avenger Time","3/15/14"
"MAD: Season 1: The Social Netjerk / Smallville: Turn Off the Clark","3/15/14"
"Kickin' It: Season 1: Fat Chance","3/15/14"
"Kickin' It: Season 1: Wasabi Warriors","3/15/14"
"The Suite Life on Deck: Season 2: Roomies","3/15/14"
"Supernatural: Season 6: Exile on Main St.","3/14/14"
"Supernatural: Season 5: Two Minutes to Midnight","3/7/14"
"The Suite Life on Deck: Season 2: Lost At Sea","3/2/14"
"The Suite Life on Deck: Season 2: Goin' Bananas","3/2/14"
"Supernatural: Season 8: Sacrifice","3/2/14"
"Movie 43","2/28/14"
"Olympus Has Fallen","2/28/14"
"The Boondock Saints","2/28/14"
"The Catherine Tate Show: Series 2: Episode 3","2/27/14"
"Supernatural: Season 8: Clip Show","2/25/14"
"The Suite Life on Deck: Season 2: Family Thais","2/23/14"
"The Suite Life on Deck: Season 2: Smarticle Particles","2/23/14"
"Supernatural: Season 8: The Great Escapist","2/22/14"
"Saturday Night Live: The 2010s: Season 38: Jeremy Renner / Maroon 5","2/21/14"
"Saturday Night Live: The 2010s: Season 38: Anne Hathaway / Rihanna","2/21/14"
"Saturday Night Live: The 2010s: Season 38: Martin Short / Paul McCartney","2/21/14"
