Title,Date
"My Little Pony: Friendship Is Magic: Season 4: Rarity Takes Manehattan","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Bats!","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Power Ponies","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Flight to the Finish","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Daring Don't","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Castle-Mania","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Princess Twilight Sparkle: Part 2","10/18/14"
"My Little Pony: Friendship Is Magic: Season 4: Princess Twilight Sparkle: Part 1","10/18/14"
"My Little Pony: Friendship Is Magic: Season 2: It's About Time","10/18/14"
"My Little Pony: Friendship Is Magic: Season 2: Putting Your Hoof Down","10/18/14"
"My Little Pony: Friendship Is Magic: Season 2: A Friend in Deed","10/18/14"
"My Little Pony: Friendship Is Magic: Season 2: Read It and Weep","10/18/14"
"My Little Pony: Friendship Is Magic: Season 2: The Super Speedy Cider Squeezy 6000","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: The Last Roundup","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: Hurricane Fluttershy","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: Baby Cakes","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: Family Appreciation Day","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: Hearth's Warming Eve","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: Secret of My Excess","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: Lesson Zero","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: The Return of Harmony: Part 2","10/17/14"
"My Little Pony: Friendship Is Magic: Season 2: The Return of Harmony: Part 1","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: The Best Night Ever","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: Party of One","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: Owl's Well That Ends Well","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: The Cutie Mark Chronicles","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: A Bird in the Hoof","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: Over a Barrel","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: Green Isn't Your Color","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: A Dog and Pony Show","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: The Show Stoppers","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: Stare Master","10/17/14"
"My Little Pony: Friendship Is Magic: Season 1: Sonic Rainboom","10/16/14"
"Dexter's Laboratory: Season 3: Streaky Clean / A Dad Cartoon / Sole Brother","10/11/14"
"Pokémon: Indigo League: Season 1: Pokémon - I Choose You!","10/11/14"
"Courage the Cowardly Dog: Season 3: King of Flan / Courage Under the Volcano","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Feeling Pinkie Keen","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Suited for Success","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Fall Weather Friends","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Call of the Cutie","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Winter Wrap Up","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Swarm of the Century","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Bridle Gossip","10/11/14"
"My Little Pony: Friendship Is Magic: Season 1: Look Before You Sleep","10/11/14"
"Phineas and Ferb: Season 2: What Do It Do? / Atlantis","9/28/14"
"Phineas and Ferb: Season 2: Don't Even Blink / Chez Platypus","9/28/14"
"Phineas and Ferb: Season 1: Does This Duckbill Make Me Look Fat? / Put That Putter Away","9/28/14"
"Phineas and Ferb: Season 1: Boyfriend from 27,000 B.C. / Voyage to the Bottom of Buford","9/28/14"
"The Nut Job","9/21/14"
"My Little Pony: Friendship Is Magic: Season 1: Dragonshy","8/30/14"
"My Little Pony: Friendship Is Magic: Season 1: Boast Busters","8/16/14"
"My Little Pony: Friendship Is Magic: Season 1: The Ticket Master","8/16/14"
"Courage the Cowardly Dog: Season 3: The Quilt Club / Swindlin' Wind","8/2/14"
"Courage the Cowardly Dog: Season 3: Dome of Doom / Snowman's Revenge","8/2/14"
"Courage the Cowardly Dog: Season 3: Fishy Business / Angry Nasty People","8/1/14"
"Courage the Cowardly Dog: Season 3: Mondo Magic / Watch the Birdies","8/1/14"
"Courage the Cowardly Dog: Season 3: So In Louvre Are We Two / Night of the Scarecrow","8/1/14"
"Courage the Cowardly Dog: Season 3: Feast of the Bullfrogs / Tulip's Worm","8/1/14"
"Courage the Cowardly Dog: Season 3: Katz Under the Sea / Curtain of Cruelty","8/1/14"
"Courage the Cowardly Dog: Season 3: Scuba-Scuba Doo / Conway the Contaminationist","8/1/14"
"Courage the Cowardly Dog: Season 3: Hard Drive Courage / The Ride of the Valkyries","8/1/14"
"Phineas and Ferb: Season 2: Attack of the 50-Foot Sister / Backyard Aquarium","7/15/14"
"Phineas and Ferb: Season 1: Greece Lightning / Leave the Busting to Us!","7/14/14"
"My Babysitter's a Vampire: Season 1: Lawn of the Dead","7/14/14"
"Phineas and Ferb: Season 1: Ready for the Bettys / The Flying Fishmonger","7/12/14"
"Shake It Up: Season 1: Start It Up!","7/12/14"
"Kickin' It: Season 1: Clash of the Titans","7/12/14"
"Kickin' It: Season 1: Kung Fu Cop","7/12/14"
"Jessie: Season 2: Trashin' Fashion","7/9/14"
"Jessie: Season 2: 101 Lizards","7/9/14"
"MAD: Season 2: Addition Impossible / New Gill","7/9/14"
"MAD: Season 2: Potions 11 / Moves Like Jabba","7/9/14"
"MAD: Season 2: RiO-A / Thomas the Unstoppable Tank Engine","7/9/14"
"Doctor Who: Season 7: The Crimson Horror","7/9/14"
"Phineas and Ferb: Season 1: Mom's Birthday / Journey to the Center of Candace","7/1/14"
"Phineas and Ferb: Season 1: Hard Day's Knight / I, Brobot","7/1/14"
"The Pirate Fairy","6/25/14"
"Phineas and Ferb the Movie: Across the 2nd Dimension","6/21/14"
"Phineas and Ferb: Season 3: Black Out / What'd I Miss?","5/24/14"
"Phineas and Ferb: Season 3: This Is Your Back Story","5/24/14"
"Phineas and Ferb: Season 3: Where's Perry?: Part 2","5/24/14"
"Phineas and Ferb: Season 3: Where's Perry?: Part 1","5/24/14"
"Phineas and Ferb: Season 3: Doofapus / Norm Unleashed","5/24/14"
"Jessie: Season 2: Make New Friends But Hide the Old","5/24/14"
"Jessie: Season 2: Green-Eyed Monster","5/24/14"
"Jessie: Season 2: The Whining","5/24/14"
"Phineas and Ferb: Season 3: Sleep Walk Surprise / Sci-Fi Pie Fly","5/23/14"
"Phineas and Ferb: Season 3: Agent Doof / Phineas and Ferb and the Temple of Juatchadoon","4/26/14"
"Phineas and Ferb: Season 3: Mom's in the House / Minor Monogram","4/26/14"
"Phineas and Ferb: Season 3: The Mom Attractor / Cranius Maximus","4/26/14"
"Phineas and Ferb: Season 1: Rollercoaster / Candace Loses Her Head","4/26/14"
